account_no,gender,age,income,loan_amount,term,installment_amount,interest_rate,credit_score_at_application,outstanding_balance,status
acc_08130695,F,47,5302,15000,36,588,0.24,520,0,PAID_UP
acc_08130832,M,36,7409,9000,60,243,0.21,570,0,PAID_UP
acc_08131590,M,51,20837,19000,48,500,0.12,870,4263,LIVE
acc_08133242,M,35,13642,48000,36,1641,0.14,780,0,PAID_UP
acc_08134504,F,57,17219,17000,60,378,0.12,860,0,PAID_UP
acc_08135425,M,26,19066,67000,72,1241,0.1,920,0,PAID_UP
acc_08137413,M,42,12189,26000,48,737,0.16,720,0,PAID_UP
acc_08137505,M,31,6030,18000,48,577,0.23,530,0,PAID_UP
acc_08137817,M,22,14710,67000,36,2257,0.13,840,0,PAID_UP
acc_08138426,M,34,12453,29000,48,807,0.15,750,0,PAID_UP
acc_08139982,M,36,11619,19000,48,538,0.16,720,0,PAID_UP
acc_08140373,F,24,16149,45000,36,1431,0.09,940,23480,LIVE
acc_08140478,M,46,21045,18000,48,465,0.11,880,6105,LIVE
acc_08140579,M,40,27597,74000,60,1465,0.07,970,0,PAID_UP
acc_08141186,M,21,13308,45000,36,1516,0.13,810,0,PAID_UP
acc_08141269,M,18,15344,21000,12,1866,0.12,870,0,PAID_UP
acc_08143891,M,22,8278,32000,60,813,0.18,640,0,PAID_UP
acc_08145793,F,42,6515,7000,48,213,0.2,580,0,PAID_UP
acc_08146085,M,42,18679,33000,60,734,0.12,860,0,PAID_UP
acc_08146239,M,42,9099,18000,48,538,0.19,610,0,PAID_UP
acc_08147023,F,36,7912,20000,60,497,0.17,660,0,PAID_UP
acc_08149646,F,22,7829,29000,36,1020,0.16,700,0,PAID_UP
acc_08150553,M,31,9393,32000,48,923,0.17,660,0,PAID_UP
acc_08152287,M,60,20367,16000,48,429,0.13,830,0,PAID_UP
acc_08153768,M,37,20579,25000,48,646,0.11,900,0,PAID_UP
acc_08154232,M,44,7477,24000,48,756,0.22,550,0,PAID_UP
acc_08154406,M,48,10924,18000,48,519,0.17,660,6309,LIVE
acc_08154741,M,39,6247,20000,60,587,0.25,510,2144,DEFAULT
acc_08155092,M,22,7502,34000,60,882,0.19,610,0,PAID_UP
acc_08155107,M,41,25907,91000,48,2265,0.09,950,0,PAID_UP
acc_08156025,M,32,9150,16000,60,406,0.18,650,0,PAID_UP
acc_08157994,F,57,11739,13000,48,362,0.15,730,0,PAID_UP
acc_08158930,M,31,10237,15000,48,433,0.17,690,0,PAID_UP
acc_08159115,F,53,25658,21000,48,493,0.06,980,0,PAID_UP
acc_08160336,M,23,8924,30000,48,866,0.17,660,0,PAID_UP
acc_08160589,M,34,9001,29000,36,1048,0.18,630,0,PAID_UP
acc_08161470,M,31,6412,18000,48,567,0.22,540,0,PAID_UP
acc_08163940,M,36,15888,13000,60,296,0.13,830,0,PAID_UP
acc_08166264,F,32,13619,22000,60,489,0.12,860,0,PAID_UP
acc_08167708,F,31,10852,24000,48,656,0.14,780,4228,LIVE
acc_08167804,M,20,12447,53000,24,2545,0.14,790,0,PAID_UP
acc_08167878,M,40,12991,30000,60,714,0.15,750,0,PAID_UP
acc_08168653,F,33,16044,20000,36,645,0.1,910,0,PAID_UP
acc_08168806,F,27,9702,13000,60,309,0.15,750,5507,LIVE
acc_08168867,M,45,11624,28000,60,696,0.17,690,0,PAID_UP
acc_08169010,M,19,16423,31000,24,1445,0.11,890,0,PAID_UP
acc_08169700,M,25,6935,7000,48,213,0.2,580,2604,LIVE
acc_08170103,M,36,14164,42000,60,977,0.14,790,0,PAID_UP
acc_08170422,M,34,25996,55000,48,1317,0.07,970,0,PAID_UP
acc_08173285,F,21,5090,9000,48,274,0.2,590,0,PAID_UP
acc_08175166,F,30,14110,33000,60,734,0.12,880,0,PAID_UP
acc_08175619,F,20,17849,41000,48,963,0.06,980,0,PAID_UP
acc_08176219,M,19,11078,21000,60,500,0.15,750,0,PAID_UP
acc_08178113,M,38,12121,39000,36,1371,0.16,730,0,PAID_UP
acc_08179218,F,33,15458,33000,60,717,0.11,900,0,PAID_UP
acc_08179953,M,38,10776,21000,48,606,0.17,680,0,PAID_UP
acc_08179960,M,31,11763,25000,48,696,0.15,740,0,PAID_UP
acc_08180010,M,28,7657,9000,36,330,0.19,600,0,PAID_UP
acc_08180426,M,38,12544,28000,48,779,0.15,740,0,PAID_UP
acc_08181189,F,45,9784,32000,60,778,0.16,700,0,PAID_UP
acc_08181280,F,32,4078,16000,48,522,0.24,520,0,PAID_UP
acc_08182875,F,20,5009,9000,48,274,0.2,590,1568,LIVE
acc_08183739,M,18,7812,18000,24,899,0.18,640,0,PAID_UP
acc_08183790,M,27,11258,22000,36,763,0.15,730,0,PAID_UP
acc_08184215,M,33,25978,103000,60,2040,0.07,980,70432,LIVE
acc_08185166,F,32,10843,31000,48,847,0.14,780,0,PAID_UP
acc_08187759,F,35,5305,18000,60,487,0.21,560,0,PAID_UP
acc_08187823,M,35,9149,35000,48,1028,0.18,640,0,PAID_UP
acc_08188745,F,18,11095,20000,60,455,0.13,830,0,PAID_UP
acc_08188999,F,42,21436,53000,60,1049,0.07,970,0,PAID_UP
acc_08189127,M,24,15537,29000,48,764,0.12,860,0,PAID_UP
acc_08189318,M,23,17064,62000,24,2890,0.11,890,0,PAID_UP
acc_08190214,F,20,8304,18000,36,633,0.16,720,0,PAID_UP
acc_08191410,F,30,7470,29000,36,1034,0.17,660,0,PAID_UP
acc_08192201,F,18,8470,33000,60,785,0.15,730,0,PAID_UP
acc_08193640,M,28,11559,32000,60,761,0.15,740,0,PAID_UP
acc_08193798,M,44,11274,37000,24,1829,0.17,680,0,PAID_UP
acc_08193946,F,49,9839,14000,36,492,0.16,690,4279,LIVE
acc_08194287,M,37,15517,35000,36,1179,0.13,820,0,PAID_UP
acc_08195193,M,28,16305,64000,48,1685,0.12,860,0,PAID_UP
acc_08196258,M,24,19839,35000,12,3061,0.09,930,0,PAID_UP
acc_08199934,M,46,15981,11000,60,256,0.14,800,0,PAID_UP
acc_08200729,M,36,11563,41000,48,1162,0.16,720,0,PAID_UP
acc_08201339,M,32,22989,54000,48,1344,0.09,950,0,PAID_UP
acc_08203437,M,45,19869,61000,48,1606,0.12,870,8861,LIVE
acc_08204753,M,22,18579,76000,24,3507,0.1,920,0,PAID_UP
acc_08204922,M,34,12082,32000,72,677,0.15,740,7889,LIVE
acc_08205138,M,42,9727,23000,48,676,0.18,640,20700,LIVE
acc_08206890,F,41,8251,16000,60,398,0.17,660,0,PAID_UP
acc_08206899,M,30,11762,30000,60,714,0.15,740,0,PAID_UP
acc_08206991,F,41,20683,21000,36,658,0.08,970,0,PAID_UP
acc_08208031,F,23,10637,18000,72,371,0.14,800,7364,LIVE
acc_08208772,M,28,21377,53000,72,955,0.09,940,0,PAID_UP
acc_08209252,F,19,5271,12000,48,359,0.19,600,0,PAID_UP
acc_08209369,F,26,5444,15000,48,456,0.2,590,0,PAID_UP
acc_08209474,M,18,5621,12000,60,331,0.22,550,3322,LIVE
acc_08209584,M,44,13390,39000,36,1352,0.15,740,21310,LIVE
acc_08209806,F,18,9986,30000,72,618,0.14,790,0,PAID_UP
acc_08210531,M,35,16713,46000,48,1211,0.12,850,0,PAID_UP
acc_08210835,M,25,15329,56000,48,1475,0.12,850,0,PAID_UP
acc_08210933,F,39,19018,19000,48,473,0.09,950,0,PAID_UP
acc_08211385,M,31,7035,27000,12,2514,0.21,570,0,PAID_UP
acc_08211607,F,45,18724,34000,60,722,0.1,920,30600,LIVE
acc_08212966,M,45,6433,16000,36,679,0.3,500,4583,DEFAULT
acc_08213964,M,31,10283,37000,36,1319,0.17,690,0,PAID_UP
acc_08214289,M,29,12535,15000,60,357,0.15,770,0,PAID_UP
acc_08214612,M,18,7941,24000,48,705,0.18,640,0,PAID_UP
acc_08216462,F,31,12765,37000,24,1759,0.13,840,0,PAID_UP
acc_08217494,M,28,9955,21000,60,522,0.17,690,0,PAID_UP
acc_08218129,M,18,17359,64000,48,1623,0.1,910,0,PAID_UP
acc_08218984,F,50,10451,20000,48,567,0.16,710,0,PAID_UP
acc_08220398,M,32,11180,33000,36,1160,0.16,720,0,PAID_UP
acc_08220513,F,40,7340,15000,48,441,0.18,620,0,PAID_UP
acc_08221342,F,28,7675,24000,12,2189,0.17,670,0,PAID_UP
acc_08221348,F,30,18272,39000,60,791,0.08,960,0,PAID_UP
acc_08221778,M,34,11461,21000,48,595,0.16,720,8870,LIVE
acc_08224714,M,46,12106,8000,24,392,0.16,700,0,PAID_UP
acc_08224923,M,56,8611,15000,48,464,0.21,550,0,PAID_UP
acc_08225391,F,40,4824,7000,48,224,0.23,520,0,PAID_UP
acc_08225585,M,36,11065,35000,36,1230,0.16,700,0,PAID_UP
acc_08226082,M,18,21544,51000,48,1221,0.07,970,0,PAID_UP
acc_08226845,F,51,21498,33000,60,685,0.09,950,0,PAID_UP
acc_08227828,M,39,12846,43000,48,1197,0.15,740,10336,LIVE
acc_08228774,M,36,6994,21000,48,650,0.21,550,0,PAID_UP
acc_08230209,F,36,11466,13000,60,302,0.14,780,0,PAID_UP
acc_08230258,F,52,11886,16000,48,445,0.15,750,0,PAID_UP
acc_08231854,M,34,8798,23000,36,832,0.18,630,0,PAID_UP
acc_08232107,M,43,11373,18000,48,519,0.17,690,0,PAID_UP
acc_08232869,F,41,11743,21000,12,1886,0.14,780,0,PAID_UP
acc_08233809,M,23,12641,10000,48,273,0.14,790,7215,LIVE
acc_08233835,M,36,19797,69000,48,1783,0.11,900,0,PAID_UP
acc_08233997,M,27,12838,28000,48,765,0.14,780,5558,LIVE
acc_08234378,M,18,15924,33000,48,853,0.11,880,19871,LIVE
acc_08235320,M,19,19115,53000,24,2421,0.09,940,22768,LIVE
acc_08235931,F,51,15178,18000,48,483,0.13,840,0,PAID_UP
acc_08237577,M,18,15593,32000,60,712,0.12,870,0,PAID_UP
acc_08238983,M,19,8625,10000,24,494,0.17,670,0,PAID_UP
acc_08239818,M,40,8499,29000,36,1063,0.19,600,0,PAID_UP
acc_08240258,F,18,2776,10000,48,326,0.24,520,1064,DEFAULT
acc_08240258,F,28,14381,23000,36,753,0.11,890,0,PAID_UP
acc_08240297,M,39,19644,38000,48,982,0.11,890,34200,LIVE
acc_08243756,M,24,13391,18000,36,615,0.14,800,6922,LIVE
acc_08244890,F,27,11424,24000,36,809,0.13,810,0,PAID_UP
acc_08245013,M,52,7308,14000,48,456,0.24,520,3412,DEFAULT
acc_08245064,M,30,19675,76000,60,1615,0.1,910,0,PAID_UP
acc_08246366,M,40,29972,105000,72,1740,0.06,980,0,PAID_UP
acc_08246748,M,26,22895,55000,60,1115,0.08,970,0,PAID_UP
acc_08246795,M,36,9392,20000,60,508,0.18,640,0,PAID_UP
acc_08249541,F,33,10352,20000,24,970,0.15,760,16360,LIVE
acc_08250512,F,34,16447,37000,72,685,0.1,920,7343,LIVE
acc_08251247,F,31,5627,7000,48,213,0.2,580,0,PAID_UP
acc_08251680,M,42,7102,10000,48,315,0.22,540,0,PAID_UP
acc_08252593,M,31,9142,8000,36,289,0.18,650,0,PAID_UP
acc_08254709,M,44,28312,78000,72,1368,0.08,960,0,PAID_UP
acc_08255315,M,38,12083,31000,36,1090,0.16,730,0,PAID_UP
acc_08255567,M,18,15453,62000,36,2059,0.12,870,0,PAID_UP
acc_08255778,F,51,11276,18000,12,1625,0.15,730,0,PAID_UP
acc_08256214,M,34,15759,19000,36,640,0.13,830,0,PAID_UP
acc_08258679,M,50,25428,39000,60,829,0.1,920,9187,LIVE
acc_08258911,M,35,14888,16000,36,547,0.14,810,5977,LIVE
acc_08260360,M,51,15894,12000,60,279,0.14,780,2542,LIVE
acc_08260985,M,46,8774,16000,48,487,0.2,590,0,PAID_UP
acc_08261671,M,28,14145,23000,48,617,0.13,810,0,PAID_UP
acc_08261891,M,34,8534,11000,60,285,0.19,620,5653,LIVE
acc_08262121,M,18,5222,20000,36,774,0.23,530,5870,DEFAULT
acc_08263561,F,29,13894,32000,48,843,0.12,870,3530,LIVE
acc_08263980,M,27,5373,18000,72,485,0.25,510,2232,DEFAULT
acc_08264251,F,29,14321,58000,72,1104,0.11,880,0,PAID_UP
acc_08265011,F,38,9330,35000,48,992,0.16,710,0,PAID_UP
acc_08265142,M,35,12235,35000,48,974,0.15,740,0,PAID_UP
acc_08265594,M,36,7691,8000,24,407,0.2,580,0,PAID_UP
acc_08266177,M,44,19481,28000,12,2488,0.12,870,0,PAID_UP
acc_08268384,M,27,23788,21000,48,503,0.07,970,0,PAID_UP
acc_08268510,M,26,7149,22000,60,583,0.2,590,18231,LIVE
acc_08270002,F,23,10067,19000,60,442,0.14,780,0,PAID_UP
acc_08270551,F,48,6203,9000,48,279,0.21,550,3375,LIVE
acc_08270821,M,35,7148,16000,48,495,0.21,560,0,PAID_UP
acc_08271069,F,44,22136,37000,48,886,0.07,980,0,PAID_UP
acc_08272312,F,39,8439,28000,24,1384,0.17,670,0,PAID_UP
acc_08272640,F,29,12713,47000,48,1261,0.13,840,0,PAID_UP
acc_08272849,M,25,5298,5000,60,147,0.25,510,1181,DEFAULT
acc_08273375,F,28,14522,51000,60,1109,0.11,890,0,PAID_UP
acc_08273381,M,30,24251,71000,36,2192,0.07,970,31050,LIVE
acc_08274043,F,29,12147,36000,12,3215,0.13,830,0,PAID_UP
acc_08274413,F,46,8378,25000,48,734,0.18,650,0,PAID_UP
acc_08274803,M,21,16686,54000,60,1174,0.11,890,0,PAID_UP
acc_08276013,F,36,19818,47000,48,1125,0.07,970,18065,LIVE
acc_08276373,M,28,9606,21000,36,749,0.17,670,0,PAID_UP
acc_08276871,F,38,8181,10000,48,289,0.17,660,0,PAID_UP
acc_08276987,M,48,11063,15000,48,433,0.17,660,0,PAID_UP
acc_08277404,F,43,8164,13000,24,649,0.18,650,0,PAID_UP
acc_08278086,M,20,6946,14000,36,513,0.19,600,4630,LIVE
acc_08278776,F,38,14094,20000,60,445,0.12,850,0,PAID_UP
acc_08279025,F,38,7373,13000,60,330,0.18,630,0,PAID_UP
acc_08279508,F,19,6978,15000,48,433,0.17,670,0,PAID_UP
acc_08280199,F,24,11281,41000,24,1949,0.13,810,0,PAID_UP
acc_08280933,M,27,14201,59000,60,1342,0.13,820,0,PAID_UP
acc_08281264,F,34,15400,30000,48,775,0.11,890,0,PAID_UP
acc_08283198,M,33,14076,17000,24,816,0.14,790,0,PAID_UP
acc_08285244,M,36,9156,30000,60,762,0.18,630,0,PAID_UP
acc_08285922,M,25,7907,24000,36,880,0.19,620,0,PAID_UP
acc_08288123,F,28,17842,25000,60,507,0.08,960,0,PAID_UP
acc_08288193,F,20,7192,33000,48,952,0.17,680,0,PAID_UP
acc_08289063,M,50,14548,34000,60,809,0.15,760,0,PAID_UP
acc_08289265,M,18,7834,11000,60,279,0.18,640,0,PAID_UP
acc_08289554,M,33,7321,6000,60,159,0.2,570,0,PAID_UP
acc_08292899,F,36,19805,40000,48,958,0.07,970,0,PAID_UP
acc_08294339,M,44,11093,30000,48,866,0.17,680,0,PAID_UP
acc_08294381,M,41,9617,27000,48,793,0.18,640,0,PAID_UP
acc_08294772,M,29,19241,32000,60,680,0.1,910,0,PAID_UP
acc_08294881,F,29,8199,14000,48,404,0.17,690,0,PAID_UP
acc_08295812,F,35,10546,39000,48,1085,0.15,760,0,PAID_UP
acc_08296091,F,31,9279,14000,48,397,0.16,730,0,PAID_UP
acc_08297777,M,24,7063,24000,24,1221,0.2,590,0,PAID_UP
acc_08298455,F,34,16022,58000,72,1104,0.11,910,44115,LIVE
acc_08299440,F,46,7074,5000,36,183,0.19,600,0,PAID_UP
acc_08299662,M,32,8715,26000,36,940,0.18,630,7385,LIVE
acc_08300337,M,22,5979,13000,24,668,0.21,550,1814,DEFAULT
acc_08300928,F,41,10381,29000,48,807,0.15,730,0,PAID_UP
acc_08301575,M,30,7272,27000,48,822,0.2,580,0,PAID_UP
acc_08301987,M,47,26646,73000,48,1817,0.09,940,0,PAID_UP
acc_08302218,F,40,11366,19000,36,659,0.15,770,0,PAID_UP
acc_08304493,M,36,21725,29000,60,616,0.1,920,0,PAID_UP
acc_08304629,F,37,6514,23000,60,597,0.19,600,0,PAID_UP
acc_08304915,M,47,9378,27000,48,807,0.19,610,0,PAID_UP
acc_08305538,F,42,11790,11000,60,256,0.14,780,3911,LIVE
acc_08305541,M,23,6943,13000,48,396,0.2,590,0,PAID_UP
acc_08305820,M,47,17838,30000,60,683,0.13,830,0,PAID_UP
acc_08306877,M,23,16062,15000,36,498,0.12,870,0,PAID_UP
acc_08307543,F,20,14479,50000,60,1062,0.1,910,0,PAID_UP
acc_08307798,F,28,13257,19000,60,423,0.12,860,0,PAID_UP
acc_08312299,M,19,11053,44000,48,1225,0.15,750,36963,LIVE
acc_08312701,M,43,21701,17000,60,370,0.11,900,8516,LIVE
acc_08313526,M,25,21803,30000,36,940,0.08,960,17500,LIVE
acc_08314679,F,44,16416,29000,60,631,0.11,890,0,PAID_UP
acc_08314740,F,26,18332,55000,36,1698,0.07,970,0,PAID_UP
acc_08314875,M,29,20173,64000,60,1360,0.1,920,0,PAID_UP
acc_08315350,M,29,12851,24000,60,558,0.14,770,0,PAID_UP
acc_08321555,M,60,13590,20000,60,486,0.16,700,0,PAID_UP
acc_08321991,F,29,9261,31000,36,1075,0.15,730,0,PAID_UP
acc_08322512,M,36,18451,40000,48,1053,0.12,880,0,PAID_UP
acc_08324055,M,29,13936,12000,60,279,0.14,800,0,PAID_UP
acc_08324751,M,31,10475,12000,36,422,0.16,700,0,PAID_UP
acc_08325136,M,43,18778,15000,36,498,0.12,860,5119,LIVE
acc_08328773,M,27,18286,38000,48,982,0.11,900,0,PAID_UP
acc_08329309,M,57,29670,37000,24,1707,0.1,930,3846,LIVE
acc_08330789,M,27,25813,106000,60,1952,0.04,990,0,PAID_UP
acc_08331384,F,37,6479,9000,36,330,0.19,600,0,PAID_UP
acc_08332220,M,31,7257,13000,48,396,0.2,580,0,PAID_UP
acc_08334314,M,27,25367,31000,48,714,0.05,990,0,PAID_UP
acc_08334687,M,30,21104,85000,72,1532,0.09,930,0,PAID_UP
acc_08335886,M,33,10503,17000,60,422,0.17,690,0,PAID_UP
acc_08336983,F,34,6466,6000,24,302,0.19,610,0,PAID_UP
acc_08340052,M,50,10918,7000,60,178,0.18,650,0,PAID_UP
acc_08340613,M,18,6447,26000,60,689,0.2,580,18450,LIVE
acc_08340834,M,48,10520,16000,36,578,0.18,650,0,PAID_UP
acc_08341956,F,51,5936,10000,48,315,0.22,530,8859,LIVE
acc_08342306,M,27,6557,11000,60,298,0.21,560,4776,LIVE
acc_08342988,F,37,10766,22000,60,523,0.15,760,6109,LIVE
acc_08344065,M,47,15610,17000,60,396,0.14,790,0,PAID_UP
acc_08345868,F,44,12578,24000,48,656,0.14,790,8855,LIVE
acc_08346644,M,33,13429,32000,60,745,0.14,780,0,PAID_UP
acc_08347465,F,45,10691,22000,72,465,0.15,730,0,PAID_UP
acc_08347692,F,34,18909,14000,60,284,0.08,960,1654,LIVE
acc_08348250,M,39,20837,23000,60,500,0.11,900,11481,LIVE
acc_08348990,M,24,17450,67000,60,1457,0.11,890,0,PAID_UP
acc_08349082,F,31,9586,36000,48,1002,0.15,740,0,PAID_UP
acc_08351324,M,35,18218,62000,36,2059,0.12,870,0,PAID_UP
acc_08351455,M,49,13374,31000,60,754,0.16,730,0,PAID_UP
acc_08352371,F,35,20260,46000,60,911,0.07,980,0,PAID_UP
acc_08352699,F,18,1986,6000,48,202,0.26,510,1738,DEFAULT
acc_08355268,M,23,8001,25000,36,904,0.18,630,0,PAID_UP
acc_08355921,M,18,17837,23000,60,489,0.1,920,0,PAID_UP
acc_08356127,M,28,7722,15000,48,449,0.19,600,5410,LIVE
acc_08358342,M,45,28836,50000,24,2261,0.08,960,0,PAID_UP
acc_08363517,F,18,5528,21000,36,770,0.19,620,7691,LIVE
acc_08363732,M,31,28113,55000,48,1169,0.01,1000,0,PAID_UP
acc_08363899,M,29,12018,23000,48,640,0.15,750,0,PAID_UP
acc_08364342,M,22,15162,35000,60,779,0.12,850,0,PAID_UP
acc_08364801,M,58,13616,24000,12,2178,0.16,710,0,PAID_UP
acc_08365256,F,24,3401,9000,36,353,0.24,520,3180,DEFAULT
acc_08365313,F,41,17955,29000,48,736,0.1,920,0,PAID_UP
acc_08365364,M,42,11440,34000,60,827,0.16,690,0,PAID_UP
acc_08365638,M,36,6314,4000,48,128,0.23,520,1087,LIVE
acc_08366648,M,34,9988,38000,48,1096,0.17,670,34200,LIVE
acc_08367070,F,24,15565,20000,48,507,0.1,930,7712,LIVE
acc_08367139,M,40,26009,72000,60,1460,0.08,960,0,PAID_UP
acc_08367818,F,44,18214,49000,24,2261,0.1,920,0,PAID_UP
acc_08368642,M,18,7774,7000,48,206,0.18,640,0,PAID_UP
acc_08369533,F,24,6679,5000,48,147,0.18,640,1399,LIVE
acc_08369949,M,35,25456,95000,36,2977,0.08,970,0,PAID_UP
acc_08370547,M,23,7438,19000,24,958,0.19,610,0,PAID_UP
acc_08371030,M,38,13923,26000,60,605,0.14,780,0,PAID_UP
acc_08371546,F,47,8390,17000,12,1559,0.18,640,0,PAID_UP
acc_08371615,F,18,3789,15000,48,464,0.21,550,0,PAID_UP
acc_08374222,M,35,15062,46000,24,2187,0.13,810,0,PAID_UP
acc_08374262,M,45,6776,18000,36,706,0.24,510,3406,LIVE
acc_08375208,M,32,12083,10000,36,347,0.15,740,0,PAID_UP
acc_08375578,M,18,20960,59000,24,2668,0.08,970,0,PAID_UP
acc_08378128,M,18,7952,12000,60,305,0.18,640,0,PAID_UP
acc_08379673,M,52,7384,17000,48,554,0.24,520,4447,DEFAULT
acc_08382178,M,32,20535,43000,72,797,0.1,920,0,PAID_UP
acc_08382890,M,33,7546,14000,60,371,0.2,580,0,PAID_UP
acc_08383071,M,49,17594,51000,12,4555,0.13,820,0,PAID_UP
acc_08383314,F,36,11942,28000,48,765,0.14,800,0,PAID_UP
acc_08385285,M,34,16981,49000,60,1090,0.12,860,0,PAID_UP
acc_08385703,M,38,15703,50000,60,1138,0.13,820,0,PAID_UP
acc_08386035,M,39,9992,12000,24,593,0.17,660,10800,LIVE
acc_08386663,F,25,14291,16000,48,414,0.11,900,0,PAID_UP
acc_08386686,M,40,9076,10000,48,299,0.19,620,6829,LIVE
acc_08387107,M,23,12483,22000,24,1056,0.14,780,0,PAID_UP
acc_08387238,M,39,8617,16000,36,586,0.19,610,0,PAID_UP
acc_08388942,M,35,26680,43000,60,851,0.07,980,0,PAID_UP
acc_08391343,M,46,23516,54000,36,1742,0.1,910,0,PAID_UP
acc_08392973,M,40,9980,15000,60,381,0.18,650,0,PAID_UP
acc_08393133,F,21,9510,17000,36,589,0.15,760,0,PAID_UP
acc_08393933,M,32,6704,6000,36,226,0.21,550,0,PAID_UP
acc_08394774,F,47,10841,9000,60,214,0.15,730,0,PAID_UP
acc_08394881,F,41,12779,27000,48,738,0.14,810,0,PAID_UP
acc_08398487,F,22,7634,32000,36,1141,0.17,690,0,PAID_UP
acc_08398577,M,39,24650,56000,36,1781,0.09,950,0,PAID_UP
acc_08399064,M,46,8549,18000,60,477,0.2,580,0,PAID_UP
acc_08399815,F,22,3393,8000,60,226,0.23,530,2406,DEFAULT
acc_08400254,M,34,8704,22000,60,559,0.18,620,0,PAID_UP
acc_08401067,M,51,16458,40000,60,931,0.14,790,0,PAID_UP
acc_08401670,M,19,14363,57000,36,1921,0.13,840,0,PAID_UP
acc_08402382,F,21,7282,30000,48,866,0.17,680,5829,LIVE
acc_08403313,F,54,12136,18000,24,873,0.15,750,0,PAID_UP
acc_08403586,M,18,8606,7000,60,174,0.17,670,4458,LIVE
acc_08404234,M,39,12224,40000,48,1134,0.16,730,0,PAID_UP
acc_08404861,M,37,8416,20000,24,1008,0.19,600,0,PAID_UP
acc_08405047,F,31,7697,29000,36,1034,0.17,670,0,PAID_UP
acc_08406344,F,45,17142,25000,48,646,0.11,900,0,PAID_UP
acc_08406586,M,36,10816,15000,12,1361,0.16,690,0,PAID_UP
acc_08406910,F,39,19015,61000,48,1518,0.09,950,0,PAID_UP
acc_08408600,F,36,15705,10000,48,258,0.11,890,0,PAID_UP
acc_08408746,M,33,26447,38000,72,630,0.06,980,0,PAID_UP
acc_08410363,F,48,13201,41000,36,1401,0.14,800,0,PAID_UP
acc_08413178,M,29,10342,32000,48,907,0.16,700,0,PAID_UP
acc_08413471,M,34,29227,87000,72,1283,0.02,1000,0,PAID_UP
acc_08413835,M,37,10952,39000,48,1105,0.16,690,0,PAID_UP
acc_08414484,F,29,10706,24000,60,558,0.14,780,0,PAID_UP
acc_08415705,M,37,22985,46000,60,955,0.09,930,0,PAID_UP
acc_08415757,M,38,6042,21000,72,579,0.26,510,3957,DEFAULT
acc_08418254,F,55,23843,29000,72,508,0.08,960,0,PAID_UP
acc_08418315,F,36,9420,14000,36,492,0.16,720,0,PAID_UP
acc_08422777,M,48,28592,51000,48,1269,0.09,950,0,PAID_UP
acc_08423951,M,33,9774,24000,60,596,0.17,670,0,PAID_UP
acc_08425226,M,19,7589,24000,24,1198,0.18,630,0,PAID_UP
acc_08426032,M,33,10397,18000,48,519,0.17,690,0,PAID_UP
acc_08426038,M,36,11622,33000,60,802,0.16,720,0,PAID_UP
acc_08426068,M,18,12661,25000,60,582,0.14,800,7343,LIVE
acc_08426539,F,23,5468,24000,24,1210,0.19,600,0,PAID_UP
acc_08427602,M,38,8506,10000,12,922,0.19,600,0,PAID_UP
acc_08428056,M,47,24242,57000,60,1211,0.1,920,0,PAID_UP
acc_08428371,F,20,10378,47000,48,1284,0.14,800,16331,LIVE
acc_08428710,M,35,17513,67000,36,2225,0.12,860,0,PAID_UP
acc_08429689,F,18,11009,16000,60,364,0.13,820,0,PAID_UP
acc_08432108,M,32,8052,33000,48,987,0.19,600,0,PAID_UP
acc_08433430,M,29,15106,50000,48,1341,0.13,830,0,PAID_UP
acc_08433727,F,22,5032,9000,60,238,0.2,580,2580,LIVE
acc_08435878,F,18,10140,24000,24,1152,0.14,790,16165,LIVE
acc_08438342,M,55,27432,24000,36,774,0.1,920,0,PAID_UP
acc_08438371,M,22,17128,33000,24,1538,0.11,890,0,PAID_UP
acc_08438416,M,22,5394,21000,60,592,0.23,530,5451,DEFAULT
acc_08439131,F,48,20710,56000,48,1394,0.09,950,0,PAID_UP
acc_08441333,M,19,12487,13000,48,355,0.14,790,0,PAID_UP
acc_08441816,F,25,13942,51000,36,1670,0.11,890,0,PAID_UP
acc_08443657,M,52,12558,16000,36,563,0.16,700,0,PAID_UP
acc_08444823,F,18,7517,26000,48,737,0.16,700,14472,LIVE
acc_08445089,M,19,21037,18000,60,365,0.08,960,2459,LIVE
acc_08445957,M,39,11019,33000,60,820,0.17,690,0,PAID_UP
acc_08447952,M,31,7036,21000,60,568,0.21,570,14817,LIVE
acc_08449935,M,35,14773,47000,60,1094,0.14,810,0,PAID_UP
acc_08449986,M,35,11235,15000,36,527,0.16,710,0,PAID_UP
acc_08450268,M,24,10731,39000,60,948,0.16,730,0,PAID_UP
acc_08450816,F,20,12411,34000,48,895,0.12,860,12850,LIVE
acc_08450952,F,32,15320,57000,60,1239,0.11,900,0,PAID_UP
acc_08451679,F,33,6017,8000,60,212,0.2,590,0,PAID_UP
acc_08452131,M,18,7137,10000,36,367,0.19,610,3929,LIVE
acc_08453016,M,38,11187,28000,48,794,0.16,700,0,PAID_UP
acc_08454033,F,31,16651,23000,48,583,0.1,930,0,PAID_UP
acc_08454804,M,22,7192,29000,48,867,0.19,600,0,PAID_UP
acc_08454856,M,49,9197,14000,60,363,0.19,600,0,PAID_UP
acc_08454983,M,21,13010,55000,48,1503,0.14,800,0,PAID_UP
